prev_practice_mse_cv_results,prev_practice_r2_results,prev_practice_mse_mean,prev_practice_mse_95_ci_lower,prev_practice_mse_95_ci_upper,prev_practice_r2_mean,prev_practice_r2_95_ci_lower,prev_practice_r2_95_ci_upper
"[2.2166790766939686, 2.289650037230082, 2.279791459781529, 2.2102780536246276, 2.326464746772592, 2.1720029784065527, 2.3948870687515513, 2.241062562065541, 2.2477656405163855, 2.2671300893743793, 2.2534127575080665, 2.340034748076446, 2.2447864945382325, 2.3160377358490565, 2.1685700099304865, 2.3755274261603376, 2.3420203524447754, 2.356256206554121, 2.149702085402185, 2.099304865938431, 2.3010672623479773, 2.3318441300570862, 2.0243296921549154, 2.3925024826216483, 2.2730883813306852, 2.0766939687267314, 2.423181931000248, 2.2802879841112214, 2.3046176762661372, 2.238083416087388, 2.1772151898734178, 2.4174733184413006, 2.168818272095333, 2.3095829195630584, 2.249751737835154, 2.326631918590221, 2.236783320923306, 2.1030287984111222, 2.327457795431976, 2.3289473684210527, 2.1863986100769424, 2.209233060312733, 2.4560575968222444, 2.169563058589871, 2.3016385302879843, 2.2509307520476547, 2.172251178952594, 2.1196623634558094, 2.43545183714002, 2.3445878848063555]","[0.5192901418259108, 0.5101625050858454, 0.49764635837339666, 0.47682539093428356, 0.4872101366425714, 0.5250584621701264, 0.45022928666794226, 0.49282263401272997, 0.51979407145918, 0.5030386645572296, 0.49679376580047296, 0.4724427849330127, 0.5104548718013167, 0.49808925177493313, 0.515678520674449, 0.46538306763049475, 0.46393820530617325, 0.4714114751974273, 0.5352857669033847, 0.5523621916441706, 0.4778348858273763, 0.4824610521484636, 0.5515204920785554, 0.47319896199481815, 0.5082285228050947, 0.5348388692431474, 0.4553421012425414, 0.5109922258755797, 0.5065439020568947, 0.48429148765713137, 0.5209292596148857, 0.4516405511712217, 0.5199959928515179, 0.49939537997546735, 0.5001890906983713, 0.47302448676885345, 0.5063685715553561, 0.5249943066034671, 0.506648948140283, 0.48191272422532905, 0.5048111428281858, 0.5004946286024756, 0.4590162383219425, 0.5273946926849749, 0.5019596684239639, 0.4971297628129925, 0.5167127406135925, 0.5406462958751127, 0.4626216867788403, 0.4757470075850857]",2.2645705366480313,2.2368128089364547,2.292328264359608,0.4984160646091314,0.4911277357990592,0.5057043934192036
