param,rf_mse_cv_results,rf_adj_r2_cv_results,rf_mse_mean,rf_mse_95_ci_lower,rf_mse_95_ci_upper,rf_adj_r2_mean,rf_adj_r2_95_ci_lower,rf_adj_r2_95_ci_upper
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 500}","[0.5214693472325639, 0.610325142715314, 0.5111717974180735, 0.5300397219463754, 0.5722442899702085]","[0.8856937103986633, 0.8680208535075515, 0.8861472258839438, 0.8731850472269621, 0.872506887616051]",0.549050059856507,0.4976690962575103,0.6004310234555037,0.8771107449266344,0.8668236876839757,0.8873978021692932
"{'bootstrap': False, 'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 10, 'n_estimators': 100}","[0.5294117647058824, 0.6222387689252916, 0.506454816285998, 0.531777557100298, 0.5759682224428997]","[0.8839527293100186, 0.8654446033930182, 0.8871978342900657, 0.8727692604965587, 0.8716772144335091]",0.5531702258920739,0.4959503511284689,0.6103901006556789,0.876208328384634,0.8649481242893796,0.8874685324798884
