lr_mse_cv_results,lr_adj_r2_results,lr_mse_mean,lr_mse_95_ci_lower,lr_mse_95_ci_upper,lr_adj_r2_mean,lr_adj_r2_95_ci_lower,lr_adj_r2_95_ci_upper
"[0.7125837676842889, 0.7622238768925291, 0.6737835153922542, 0.6551638530287984, 0.7428003972194638]","[0.8438013529531472, 0.8351736645472513, 0.8499288834623717, 0.8432484026379171, 0.834507855855629]",0.7093110820434669,0.653346119714198,0.7652760443727359,0.8413320318912632,0.8332810412788839,0.8493830225036424
