,param,ann_mse_cv_results,ann_adj_r2_cv_results,best_epochs,best_epoch_mean,ann_mse_mean,ann_mse_95_ci_lower,ann_mse_95_ci_upper,ann_adj_r2_mean,ann_adj_r2_95_ci_lower,ann_adj_r2_95_ci_upper
0,"{'num_layers': 1, 'num_units': 50}","[0.6346487962273517, 0.6800694961528916, 0.5814299900695135, 0.5814299900695135, 0.6261171797418074]","[0.8608847298854745, 0.8529390559620542, 0.870498690150654, 0.86088963962789, 0.860504282241944]","[57, 98, 52, 33, 68]",62.0,0.6207390904522155,0.5694202313594624,0.6720579495449687,0.8611432795736033,0.853404701696013,0.8688818574511935
